Site,Site.Name,POINT,SITE.ID,Species,COLLECT.DATE,Plug_ID,Tank,Treatment,Temperature,CO2,Timepoint,ANALYSIS,TIME ,RUN,Sample.Date,Dead.Alive,NOTES,Sample Location,Shipment Date,Extraction Date,Tech,Notes,Soft DNA ng_ul,Soft RNA ng_ul,Soft RNA RIN,READY FOR RNASEQ,Hard DNA ng_ul,Hard RNA ng_ul,Hard RNA RIN,Hard DNA uL,Soft DNA uL,Hard RNA uL,Soft RNA uL,Soft DNA ug,Hard DNA ug,Soft RNA ug,Hard RNA ug,Sequencing Batch,Link to notebook post,NCBI Link
SITE 1,Lilipuna.Fringe,7,P70,Pacuta,20180908,1582,9,HTAC,High,Ambient,TP11,Molecular,9:57,NA,20181215,Alive,In Tank 9 20181118; off plug,In Transit to URI ,20190206,20190926,ES,"473, 474",34.7,78.7,8.9,YES,20.9,47.6,8.9,90,90,95,95,3.123,1.881,7.4765,4.522,Batch3,,
SITE 6,Reef.42.43,2,P15,Pacuta,20180905,1596,4,HTAC,High,Ambient,TP11,Molecular,10:36,NA,20181215,Alive,In Tank 4 20181118,In Transit to URI ,20190206,20191009,ES,"503, 504",27.8,69.9,9.5,YES,13.1,44.5,NA,90,90,95,95,2.502,1.179,6.6405,4.2275,Batch3,,
SITE 2,HIMB,4,P35,Pacuta,20180905,1647,7,HTAC,High,Ambient,TP11,Molecular,10:14,NA,20181215,Alive,In Tank 7 20181118,In Transit to URI ,20190206,20190926,ES,"469, 470",98.1,96.8,7.6,YES,59.3,57.4,7.5,90,90,95,95,8.829,5.337,9.196,5.453,Batch3,,
SITE 3,Reef.18,6,M52,Mcapitata,20180910,2380,7,HTAC,High,Ambient,TP11,Molecular,10:16,NA,20181215,Alive,"re-extracted (475, 476, 633, 634); In Tank 7 20181118",In Transit to URI ,20190206,20191204,ES,"633, 634",23.1,18.85,8.8,YES,22.4,14.6,NA,90,90,95,95,2.079,2.016,1.79075,1.387,Batch3,,
SITE 5,Reef.35.36,5,M42,Mcapitata,20180906,1310,4,HTAC,High,Ambient,TP11,Molecular BB,10:37,NA,20181215,Alive,In Tank 4 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,1,M2,Mcapitata,20180908,1557,7,HTAC,High,Ambient,TP11,Molecular BB,10:39,NA,20181215,Not in Tank 7 20181118,Was in Tank 4 for most of experiment,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,3,M26,Mcapitata,20180904,1773,9,HTAC,High,Ambient,TP11,Molecular BB,10:00,NA,20181215,Alive,In Tank 9 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,3,M24,Mcapitata,20180910,2405,9,HTAC,High,Ambient,TP11,Molecular BB,10:01,NA,20181215,Alive,In Tank 9 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,M69,Mcapitata,20180905,1241,4,HTAC,High,Ambient,TP11,Physiology,10:38,NA,20181215,Alive,"found Tank 4, BW 1004; In Tank 4 20181118",In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,7,M63,Mcapitata,20180908,1318,4,HTAC,High,Ambient,TP11,Physiology,10:41,NA,20181215,Alive,In Tank 4 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,1,M8,Mcapitata,20180907,1469,7,HTAC,High,Ambient,TP11,Physiology,10:17,NA,20181215,Alive,In Tank 7 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,6,P57,Pacuta,20180906,1547,7,HTAC,High,Ambient,TP11,Physiology,10:15,NA,20181215,Alive,In Tank 7 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,3,M22,Mcapitata,20180907,1567,9,HTAC,High,Ambient,TP11,Physiology,9:58,NA,20181215,Alive,In Tank 9 20181118; used for physiology testing,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,4,P37,Pacuta,20180905,1615,4,HTAC,High,Ambient,TP11,Physiology,10:35,NA,20181215,Alive,In Tank 4 20181118; off plug; used for physiology testing,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,M51,Mcapitata,20180904,1634,7,HTAC,High,Ambient,TP11,Physiology,10:19,NA,20181215,Alive,Not in Tank 7 20181119 - maybe it was?,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,6,M57,Mcapitata,20180906,1688,9,HTAC,High,Ambient,TP11,Physiology,10:02,NA,20181215,Alive,In Tank 9 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,5,M44,Mcapitata,20180904,2004,9,HTAC,High,Ambient,TP11,Physiology,9:58,NA,20181215,Alive,In Tank 9 20181118,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,1,M6,Mcapitata,20180904,1632,7,HTAC,High,Ambient,TP12,Molecular,12:00,NA,20190112,Alive,combined E1/E2 hard DNA 512; 2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191009,ES,"511, 512",32.4,23.3,9.4,YES,13.7,20.8,NA,90,90,95,95,2.916,1.233,2.2135,1.976,Batch3,,
SITE 3,Reef.18,1,M10,Mcapitata,20180910,1729,4,HTAC,High,Ambient,TP12,Molecular,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"529, 530",28.8,23.1,9.1,YES,19.95,14.8,NA,90,90,95,95,2.592,1.7955,2.1945,1.406,Batch3,,
SITE 6,Reef.42.43,7,M65,Mcapitata,20180905,2007,9,HTAC,High,Ambient,TP12,Molecular,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,20191105,ES,"533, 534",17.95,11.5,9,YES,12.2,15.5,NA,90,90,95,95,1.6155,1.098,1.0925,1.4725,Batch3,,
SITE 5,Reef.35.36,3,M24,Mcapitata,20180906,1284,4,HTAC,High,Ambient,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,7,M68,Mcapitata,20180907,1568,9,HTAC,High,Ambient,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,2,M16,Mcapitata,20180905,1638,7,HTAC,High,Ambient,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,1,M2,Mcapitata,20180904,1998,9,HTAC,High,Ambient,TP12,Physiology,12:00,NA,20190112,Alive,2 month recovery ,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,3,M21,Mcapitata,20180904,1145,2,HTHC,High,High,TP1,Molecular,7:05,NA,20180922,Alive,,In Freezer at URI,20181002,20190826,ES,"391, 392",24.9,31.6,8.3,YES,14.7,25.6,NA,90,90,95,95,2.241,1.323,3.002,2.432,Batch3,,
SITE 6,Reef.42.43,2,P12,Pacuta,20180905,1239,2,HTHC,High,High,TP1,Molecular,7:04,NA,20180922,Alive,,In Freezer at URI,20181002,20190823,MS,,76.9,93.4,6.9,YES,28.6,46.2,NA,90,90,95,95,6.921,2.574,8.873,4.389,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-23-Soft-and-Hard-Homogenization-Extractions-%23363-374.md,
SITE 5,Reef.35.36,8,M71,Mcapitata,20180906,1323,5,HTHC,High,High,TP1,Molecular,7:23,NA,20180922,Alive,,In Freezer at URI,20181002,20190807,ES,"315, 316",19.5,23.4,9.2,YES,10.75,17,**,90,90,95,95,1.755,0.9675,2.223,1.615,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 6,Reef.42.43,5,P41,Pacuta,20180905,1676,5,HTHC,High,High,TP1,Molecular,7:22,NA,20180922,Alive,,In Freezer at URI,20181002,20190718,ES,"19, 20",28,41,7.6,YES,23.5,37.2,7.3,90,140,90,90,3.92,2.115,3.69,3.348,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-18-Soft-and-Hard-Homogenization-%231-32.md,
SITE 2,HIMB,2,M13,Mcapitata,20180904,2081,10,HTHC,High,High,TP1,Molecular,7:21,NA,20180922,Alive,,In Freezer at URI,20181002,20190815,MS,"355, 356",15.7,17.8,8.1,YES,10.4,14.4,NA,90,90,95,95,1.413,0.936,1.691,1.368,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-15-Soft-and-Hard-Homogenization-Extractions-%23351-362.md,
SITE 6,Reef.42.43,2,P16,Pacuta,20180905,2210,10,HTHC,High,High,TP1,Molecular,7:20,NA,20180922,Alive,,In Freezer at URI,20181002,20190826,ES,"387, 388",29.4,70.4,7.8,YES,21.4,50.6,NA,90,90,95,95,2.646,1.926,6.688,4.807,Batch3,,
SITE 2,HIMB,8,M74,Mcapitata,20180904,1143,2,HTHC,High,High,TP2,Molecular Melted,9:21,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,4,P40,Pacuta,20180905,1244,2,HTHC,High,High,TP2,Molecular Melted,9:20,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,2,M12,Mcapitata,20180904,1276,5,HTHC,High,High,TP2,Molecular Melted,9:08,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,P63,Pacuta,20180910,2180,5,HTHC,High,High,TP2,Molecular Melted,9:06,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,6,M56,Mcapitata,20180905,2194,10,HTHC,High,High,TP2,Molecular Melted,9:10,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,5,P50,Pacuta,20180910,2526,10,HTHC,High,High,TP2,Molecular Melted,9:08,NA,20180922,Alive,Sample melted,NA,20181012,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,8,M72,Mcapitata,20180904,1128,2,HTHC,High,High,TP3,Molecular,13:26,NA,20180922,Alive,"green columns used for DNA, DNA/RNA shield used as wash for DNA",In Freezer at URI,20181210,20190802,ES,"263, 264",10.65,47,8.7,YES,3.74,30.3,8.9,90,90,95,95,0.9585,0.3366,4.465,2.8785,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,
SITE 6,Reef.42.43,4,P39,Pacuta,20180905,1227,2,HTHC,High,High,TP3,Molecular,13:26,NA,20180922,Alive,,In Freezer at URI,20181210,20190801,ES,"241, 242",15.4,99.3,6.9,YES,10.55,145,7.9,90,90,95,95,1.386,0.9495,9.4335,13.775,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 2,HIMB,5,M50,Mcapitata,20180904,1277,5,HTHC,High,High,TP3,Molecular,13:44,NA,20180922,Alive,"re-extracted (259, 260, 619, 620); green columns used for DNA, DNA/RNA shield used as wash for DNA (259, 260)",In Freezer at URI,20181210,20191202,ES,"619, 620",19.55,15.95,8.9,YES,14.7,15.2,NA,90,90,95,95,1.7595,1.323,1.51525,1.444,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-02-Soft-and-Hard-Homogenization-Extractions-%23255-266.md,
SITE 1,Lilipuna.Fringe,7,P62,Pacuta,20180908,1418,5,HTHC,High,High,TP3,Molecular,13:42,NA,20180922,Alive,,In Freezer at URI,20181210,20190720,ES,"51, 52",31.9,57.8,7.4,YES,31.2,45.4,7,90,90,90,90,2.871,2.808,5.202,4.086,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-20-Soft-and-Hard-Homogenization-Extractions-%2333-52.md,
SITE 3,Reef.18,2,M18,Mcapitata,20180910,2518,10,HTHC,High,High,TP3,Molecular,13:16,NA,20180922,Alive,,In Freezer at URI,20181210,20190801,ES,"243, 244",13.9,18.3,9.2,YES,9.3,17.9,8.8,90,90,95,95,1.251,0.837,1.7385,1.7005,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 3,Reef.18,6,P57,Pacuta,20180910,2527,10,HTHC,High,High,TP3,Molecular,13:15,NA,20180922,Alive,,In Freezer at URI,20181210,20190805,ES,"273, 274",68,125,7.7,YES,61.2,87.2,8.2,90,90,95,95,6.12,5.508,11.875,8.284,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-05-Soft-and-Hard-Homogenization-Extractions-%23267-282.md,
SITE 4,Reef.11.13,7,P67,Pacuta,20180907,1098,2,HTHC,High,High,TP3,Physiology,16:53,Run 2,20180922,Alive,,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,3,M25,Mcapitata,20180906,1163,2,HTHC,High,High,TP3,Physiology,16:53,Run 2,20180922,Alive,,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,5,P46,Pacuta,20180910,1213,2,HTHC,High,High,TP3,Physiology,16:53,Run 2,20180922,Alive,phys no weigh,In Freezer at URI,NA,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,6,M55,Mcapitata,20180910,1426,2,HTHC,High,High,TP3,Physiology,16:53,Run 2,20180922,Alive,,In Transit to URI ,20190206,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,4,M33,Mcapitata,20180905,1124,2,HTHC,High,High,TP4,Molecular,19:37,NA,20180922,Alive,,In Freezer at URI,20181210,20191113,MS,"573, 574",27.8,16.65,8.8,YES,18.9,10.2,NA,90,90,95,95,2.502,1.701,1.58175,0.969,Batch3,,
SITE 5,Reef.35.36,4,P38,Pacuta,20180906,1169,2,HTHC,High,High,TP4,Molecular,19:35,NA,20180922,Alive,,In Freezer at URI,20181210,20191113,MS,"567, 568",40.8,46.2,7.9,YES,28.4,26.4,NA,90,90,95,95,3.672,2.556,4.389,2.508,Batch3,,
SITE 4,Reef.11.13,5,M41,Mcapitata,20180907,1328,5,HTHC,High,High,TP4,Molecular,19:23,NA,20180922,Alive,,In Freezer at URI,20181210,20190826,ES,"407, 408",23.5,27.1,9.1,YES,13.7,19.8,NA,90,90,95,95,2.115,1.233,2.5745,1.881,Batch3,,
SITE 1,Lilipuna.Fringe,3,P29,Pacuta,20180908,1343,5,HTHC,High,High,TP4,Molecular,19:22,NA,20180922,Alive,,In Freezer at URI,20181210,20190814,MS,"349, 350",23.8,33.3,8.4,YES,11.7,24.6,NA,90,90,95,95,2.142,1.053,3.1635,2.337,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-14-Soft-and-Hard-Homogenization-Extractions-%23343-350.md,
SITE 6,Reef.42.43,5,P44,Pacuta,20180905,2195,10,HTHC,High,High,TP4,Molecular,19:29,NA,20180922,Alive,,In Freezer at URI,20181210,20191121,ES,"579, 580",71.3,38.3,8.3,YES,30,16.4,NA,90,90,95,95,6.417,2.7,3.6385,1.558,Batch3,,
SITE 6,Reef.42.43,7,M66,Mcapitata,20180905,2204,10,HTHC,High,High,TP4,Molecular,19:30,NA,20180922,Alive,,In Freezer at URI,20181210,20190807,ES,"307, 308",21.4,41.4,8.6,YES,11.45,33.4,9.1,90,90,95,95,3.726,3.006,1.08775,0.817,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 5,Reef.35.36,7,P62,Pacuta,20180906,1168,2,HTHC,High,High,TP5,Molecular,13:17,NA,20180923,Alive,,In Freezer at URI,20181210,20190730,ES,"171, 172 -  2nd DNA elution values",15.95,70.4,8.8,YES,21.5,60.1,8.8,90,90,95,95,1.4355,1.935,6.688,5.7095,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-30-Soft-and-Hard-Homogenization-Extractions-%23155-178.md,
SITE 3,Reef.18,1,M5,Mcapitata,20180910,1345,2,HTHC,High,High,TP5,Molecular,13:18,NA,20180923,Alive,,In Freezer at URI,20181210,20190731,ES,"187, 188 - 2nd DNA elution values",25.5,56.2,8.4,YES,23.5,41.8,9,90,90,95,95,2.295,2.115,5.339,3.971,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 4,Reef.11.13,2,P11,Pacuta,20180907,1415,5,HTHC,High,High,TP5,Molecular,13:23,NA,20180923,Alive,,In Freezer at URI,20181210,20190815,MS,"359, 360",53.6,54.9,8.4,YES,36.4,38.4,NA,90,90,95,95,4.824,3.276,5.2155,3.648,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-15-Soft-and-Hard-Homogenization-Extractions-%23351-362.md,
SITE 1,Lilipuna.Fringe,2,M17,Mcapitata,20180908,1449,5,HTHC,High,High,TP5,Molecular,13:23,NA,20180923,Alive,"extracted 20190903, 20190905",In Freezer at URI,20181210,20190905,ES,"441, 442",27.1,59.6,8.7,YES,22.2,26.8,NA,90,90,95,95,2.439,1.998,5.662,2.546,Batch3,,
SITE 4,Reef.11.13,7,M70,Mcapitata,20180907,1694,10,HTHC,High,High,TP5,Molecular,13:22,NA,20180923,Alive,"extracted 20190903, 20190905",In Freezer at URI,20181210,20190905,ES,"451, 452",19.2,25.1,9,YES,14.55,16.6,NA,90,90,95,95,1.728,1.3095,2.3845,1.577,Batch3,,
SITE 2,HIMB,4,P33,Pacuta,20180905,2087,10,HTHC,High,High,TP5,Molecular,13:20,NA,20180923,Alive,,In Freezer at URI,20181210,20190826,ES,"415, 416",50.5,80.6,8.9,YES,35.3,70.8,NA,90,90,95,95,4.545,3.177,7.657,6.726,Batch3,,
SITE 5,Reef.35.36,4,M34,Mcapitata,20180906,1182,2,HTHC,High,High,TP5,Physiology,16:33,Run 5,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,6,P54,Pacuta,20180908,1188,2,HTHC,High,High,TP5,Physiology,16:33,Run 5,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,M74,Mcapitata,20180908,1197,2,HTHC,High,High,TP5,Physiology,16:33,Run 5,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,3,M23,Mcapitata,20180905,1265,5,HTHC,High,High,TP5,Physiology,10:15,Run 1,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,6,P56,Pacuta,20180910,1324,2,HTHC,High,High,TP5,Physiology,16:33,Run 5,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,6,P55,Pacuta,20180907,1339,5,HTHC,High,High,TP5,Physiology,10:15,Run 1,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,1,P8,Pacuta,20180905,1655,5,HTHC,High,High,TP5,Physiology,10:15,Run 1,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,4,M31,Mcapitata,20180904,2008,10,HTHC,High,High,TP5,Physiology,13:31,Run 3,20180923,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,5,M41,Mcapitata,20180910,2297,5,HTHC,High,High,TP5,Physiology,10:15,Run 1,20180923,Alive,,In Freezer at URI,20181219,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,4,M31,Mcapitata,20180910,2512,10,HTHC,High,High,TP5,Physiology,13:31,Run 3,20180923,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,P67,Pacuta,20180910,2522,10,HTHC,High,High,TP5,Physiology,13:31,Run 3,20180923,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,P64,Pacuta,20180910,2523,10,HTHC,High,High,TP5,Physiology,13:31,Run 3,20180923,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,1,P8,Pacuta,20180905,1138,2,HTHC,High,High,TP6,Molecular,13:08,NA,20180929,Alive,,In Freezer at URI,20181219,20190809,ES,"335, 336",47.2,59.2,8.8,YES,33.1,33.5,8.2,90,90,95,95,5.328,2.979,3.1445,3.1825,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-09-Soft-and-Hard-Homogenization-Extractions-%23333-342.md,
SITE 5,Reef.35.36,7,M64,Mcapitata,20180906,1164,2,HTHC,High,High,TP6,Molecular,13:07,NA,20180929,Alive,,In Freezer at URI,20181219,20190801,ES,"237, 238",15.15,46.1,7.9,YES,8.81,19.1,9.3,90,90,95,95,1.3635,0.7929,4.3795,1.8145,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-01-Soft-and-Hard-Homogenization-Extractions-%23227-254.md,
SITE 5,Reef.35.36,3,M30,Mcapitata,20180906,1317,5,HTHC,High,High,TP6,Molecular,13:15,NA,20180929,Alive,,In Freezer at URI,20181219,20190814,MS,"345, 346",19.15,23.4,7.7,YES,12.15,14.4,NA,90,90,95,95,1.7235,1.0935,2.223,1.368,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-14-Soft-and-Hard-Homogenization-Extractions-%23343-350.md,
SITE 2,HIMB,5,P50,Pacuta,20180905,1595,5,HTHC,High,High,TP6,Molecular,13:14,NA,20180929,Alive,,In Freezer at URI,20181219,20190808,ES,"327, 328",88.1,96.1,8.5,YES,57.6,66.1,8.6,90,90,95,95,7.929,5.184,9.1295,6.2795,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-08-Soft-and-Hard-Homogenization-Extractions-%23323-332.md,
SITE 4,Reef.11.13,4,M34,Mcapitata,20180907,1604,10,HTHC,High,High,TP6,Molecular,13:01,NA,20180929,Alive,"re-extracted (215, 216, 601, 602, 679, 680); 602 is E1/E2",In Freezer at URI,20181219,20191209,ES,"679, 680",29,18.8,8.1,YES,30.5,13.4,NA,90,90,95,95,2.61,2.745,1.786,1.273,Batch3,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-07-31-Soft-and-Hard-Homogenization-Extractions-%23179-226.md,
SITE 1,Lilipuna.Fringe,3,P28,Pacuta,20180908,1721,10,HTHC,High,High,TP6,Molecular,13:02,NA,20180929,Alive,,In Freezer at URI,20181219,20190805,ES,"267, 268",33.9,79.8,7.6,YES,19.35,54.8,7.6,90,90,95,95,3.051,1.7415,7.581,5.206,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-05-Soft-and-Hard-Homogenization-Extractions-%23267-282.md,
SITE 6,Reef.42.43,8,M72,Mcapitata,20180905,1127,2,HTHC,High,High,TP6,Physiology,11:20,Run 2,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,6,P54,Pacuta,20180910,1326,2,HTHC,High,High,TP6,Physiology,11:20,Run 2,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,4,P33,Pacuta,20180907,1412,5,HTHC,High,High,TP6,Physiology,13:28,Run 4,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,4,P36,Pacuta,20180910,1432,2,HTHC,High,High,TP6,Physiology,11:20,Run 2,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 5,Reef.35.36,5,P50,Pacuta,20180906,1439,5,HTHC,High,High,TP6,Physiology,13:28,Run 4,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,7,M62,Mcapitata,20180910,1480,2,HTHC,High,High,TP6,Physiology,11:20,Run 2,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,7,M61,Mcapitata,20180907,1603,10,HTHC,High,High,TP6,Physiology,15:40,Run 6,20180929,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 4,Reef.11.13,2,P15,Pacuta,20180907,1739,10,HTHC,High,High,TP6,Physiology,15:40,Run 6,20180929,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,2,M19,Mcapitata,20180910,2165,5,HTHC,High,High,TP6,Physiology,13:28,Run 4,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 3,Reef.18,5,M42,Mcapitata,20180910,2168,5,HTHC,High,High,TP6,Physiology,13:28,Run 4,20180929,Alive,,In Freezer at URI; shipped 20190118,,,,,,,,,,,,,,,,,,,,,,
SITE 6,Reef.42.43,7,M62,Mcapitata,20180905,2200,10,HTHC,High,High,TP6,Physiology,15:40,Run 6,20180929,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 2,HIMB,6,P58,Pacuta,20180905,2859,10,HTHC,High,High,TP6,Physiology,15:40,Run 6,20180929,Alive,,In Freezer at URI; not confirmed b/c no email with shipment contents,20190125,,,,,,,,,,,,,,,,,,,,,
SITE 1,Lilipuna.Fringe,8,P74,Pacuta,20180908,1090,2,HTHC,High,High,TP7,Molecular,13:48,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190807,ES,"313, 314",31.5,30.6,8.4,YES,14,25.4,8.1,90,90,95,95,2.835,1.26,2.907,2.413,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
SITE 6,Reef.42.43,2,M13,Mcapitata,20180905,1126,2,HTHC,High,High,TP7,Molecular,13:50,NA,20181006,Alive,,In Freezer at HIMB,TBD,20190807,ES,"305, 306",19.1,30.7,8.7,YES,13.4,16.6,8.8,90,90,95,95,1.719,1.206,2.9165,1.577,Batch2,https://github.com/emmastrand/EmmaStrand_Notebook/blob/master/_posts/2019-08-07-Soft-and-Hard-Homogenization-Extractions-%23303-322.md,
